Date,SPOT
2023-04-24,7.212716284242028
2023-04-25,7.174503447798086
2023-04-26,7.238924474660725
2023-04-27,7.224500990672689
2023-04-28,7.249728810828803
2023-05-01,7.321165576938178
2023-05-02,7.330627971477269
2023-05-03,7.3188276963011925
2023-05-04,7.3391389164467284
2023-05-05,7.3386291416963125
2023-05-08,7.360211438474871
2023-05-09,7.358973350660144
2023-05-10,7.360780851511943
2023-05-11,7.3681090993555545
2023-05-12,7.3777472906342965
2023-05-15,7.38
2023-05-16,7.384757350783337
2023-05-17,7.374716886135706
2023-05-18,7.391975669972969
2023-05-19,7.385502192746641
2023-05-22,7.4
2023-05-23,7.322099781553368
2023-05-24,7.39779105628529
2023-05-25,7.312874066114277
2023-05-26,7.227409760690646
2023-05-29,7.18176245210728
2023-05-30,7.105416112061686
2023-05-31,7.240846119441003
2023-06-01,7.273401451745223
2023-06-02,7.296301152911806
2023-06-05,7.364569083447333
2023-06-06,7.334073876837922
2023-06-07,7.35267468927722
2023-06-08,7.339971881820641
2023-06-09,7.33677312530396
2023-06-12,7.319875359539789
2023-06-13,7.230128536458573
2023-06-14,7.441697129302115
2023-06-15,7.509247714625879
2023-06-16,7.423629679531074
2023-06-19,7.562369109947643
2023-06-20,7.552064349661476
2023-06-21,7.556758490018102
2023-06-22,7.539384433584659
2023-06-23,7.537574480052259
2023-06-26,7.52
2023-06-27,7.53701320307014
2023-06-28,7.557709852557599
2023-06-29,7.57021197625523
2023-06-30,7.585016589553514
2023-07-03,7.606139197443079
2023-07-04,7.595582016583832
2023-07-05,7.599589207966559
2023-07-06,7.615338270684616
2023-07-07,7.622612882595575
2023-07-10,7.64
2023-07-11,7.635394086262548
2023-07-12,7.661917575253703
2023-07-13,7.6361560382862885
2023-07-14,7.69519352836187
2023-07-17,7.71
2023-07-18,7.742728673121282
2023-07-19,7.745207279185413
2023-07-20,7.769665082942029
2023-07-21,7.840616219014351
2023-07-24,7.9
2023-07-25,7.876643133772657
2023-07-26,7.83057864406758
2023-07-27,7.7922433768039845
2023-07-28,7.804333266574174
2023-07-31,7.72
2023-08-01,7.721577520969966
2023-08-02,7.729367442474216
2023-08-03,7.743347685897699
2023-08-04,7.737731905988659
2023-08-07,7.75
2023-08-08,7.7278102784034015
2023-08-09,7.7601208250239395
2023-08-10,7.821024407168069
2023-08-11,7.861220730787236
2023-08-14,7.905697125042733
2023-08-15,7.897353781658714
2023-08-16,8.010167009349354
2023-08-17,7.952379164003827
2023-08-18,7.985167729469414
2023-08-21,8.036419327247074
2023-08-22,8.063805472814785
2023-08-23,8.031499819239702
2023-08-24,8.022624887745236
2023-08-25,7.997439056084079
2023-08-28,7.991681372566447
2023-08-29,7.990100691355312
2023-08-30,8.001311273282118
2023-08-31,8.011125947354486
2023-09-01,8.004853469564965
2023-09-04,8.025
2023-09-05,7.9798769595421835
2023-09-06,8.030155603318137
2023-09-07,8.072353112661364
2023-09-08,8.10087407135463
2023-09-11,8.152286663377746
2023-09-12,8.140407025297213
2023-09-13,8.163578238888231
2023-09-14,8.207219992589156
2023-09-15,8.214013569003336
2023-09-18,8.246682325248468
2023-09-19,8.250100396623292
2023-09-20,8.238183027711525
2023-09-21,8.239103552647018
2023-09-22,8.237229389015193
2023-09-25,8.218659132678685
2023-09-26,8.255888587983344
2023-09-27,8.257391677326057
2023-09-28,8.23705932054798
2023-09-29,8.214475229899136
2023-10-02,8.329343572729833
2023-10-03,8.329396708419141
2023-10-04,8.329431153685766
2023-10-05,8.329687274579221
2023-10-06,8.33006255183204
2023-10-09,8.33
2023-10-10,8.29212776566724
2023-10-11,8.5020462659396
2023-10-12,8.425401413843982
